item_id,method,prompt_KL,GT_KL,GT_NLL,digit_NLL,format_NLL
rtpa_v06_eval_key_value_retrieval_long_8,NATIVE_REFERENCE,0.0,0.0,1.6131995272143946,1.395899777680988,0.21729974953340658
rtpa_v06_eval_key_value_retrieval_long_8,MATCHED_ENERGY8_FROZEN,0.0008699943319666339,0.004988166923291803,1.3523987059785831,1.111761368480117,0.24063733749846605
rtpa_v06_eval_key_value_retrieval_long_8,DIAG8_FROZEN,0.0007118735520098968,0.0007886839327102147,1.6036666571816873,1.3641340571713627,0.23953260001032461
rtpa_v06_eval_key_value_retrieval_long_8,DAMP8_PAPER_CAL_ADAPTED,0.0008763434128451547,0.0006838000988255197,1.53824613902432,1.3237019205110379,0.2145442185132822
rtpa_v06_eval_key_value_retrieval_short_5,NATIVE_REFERENCE,0.0,0.0,0.4769371262431079,0.38290760380586164,0.09402952243724627
rtpa_v06_eval_key_value_retrieval_short_5,MATCHED_ENERGY8_FROZEN,0.0007779553554137806,0.00032510576850434817,0.46608236790990176,0.36174742237163215,0.10433494553826961
rtpa_v06_eval_key_value_retrieval_short_5,DIAG8_FROZEN,0.0009303309439082182,0.0007084876632810312,0.5289669107238524,0.425187901265744,0.10377900945810836
rtpa_v06_eval_key_value_retrieval_short_5,DAMP8_PAPER_CAL_ADAPTED,0.000740273044513655,0.0009204079810770175,0.5449049235625267,0.44203548634671463,0.1028694372158121
rtpa_v06_eval_key_value_retrieval_short_13,NATIVE_REFERENCE,0.0,0.0,0.2727367458819465,0.1789389296623014,0.09379781621964511
rtpa_v06_eval_key_value_retrieval_short_13,MATCHED_ENERGY8_FROZEN,0.0005906898539157761,0.00026510924134562136,0.296230014939713,0.19341732132482647,0.10281269361488654
rtpa_v06_eval_key_value_retrieval_short_13,DIAG8_FROZEN,0.0006588073739095448,0.00027770745559811417,0.2951791094176812,0.1933715270724896,0.1018075823451916
rtpa_v06_eval_key_value_retrieval_short_13,DAMP8_PAPER_CAL_ADAPTED,0.0006450280717520232,0.00023083557071283263,0.2886801030789172,0.19739210082438063,0.0912880022545366
rtpa_v06_eval_key_value_retrieval_short_7,NATIVE_REFERENCE,0.0,0.0,0.2057545037559656,0.052102774891789494,0.1536517288641761
rtpa_v06_eval_key_value_retrieval_short_7,MATCHED_ENERGY8_FROZEN,0.0006579889625675663,0.0006622577376782798,0.2420270526203332,0.05068190024075392,0.19134515237957928
rtpa_v06_eval_key_value_retrieval_short_7,DIAG8_FROZEN,0.0007183784541566698,0.00016858718254137404,0.22433872127311005,0.05254950194136043,0.17178921933174962
rtpa_v06_eval_key_value_retrieval_short_7,DAMP8_PAPER_CAL_ADAPTED,0.0007562297007041683,4.9117103325106715e-05,0.20224043467787567,0.0488192292602605,0.15342120541761517
rtpa_v06_eval_key_value_retrieval_short_11,NATIVE_REFERENCE,0.0,0.0,0.36443008616970474,0.25276088352383397,0.11166920264587077
rtpa_v06_eval_key_value_retrieval_short_11,MATCHED_ENERGY8_FROZEN,0.0007567580020697521,5.688207076444572e-05,0.36707837814607913,0.25664518471695175,0.11043319342912739
rtpa_v06_eval_key_value_retrieval_short_11,DIAG8_FROZEN,0.0007636165287600738,0.00020541667932633728,0.380582501525776,0.25796436740497697,0.12261813412079903
rtpa_v06_eval_key_value_retrieval_short_11,DAMP8_PAPER_CAL_ADAPTED,0.0008160837499529745,0.00012819987559708264,0.3718987079746441,0.26144458378571045,0.11045412418893363
rtpa_v06_eval_key_value_retrieval_long_11,NATIVE_REFERENCE,0.0,0.0,0.4051943446833626,0.24759584210355712,0.15759850257980546
rtpa_v06_eval_key_value_retrieval_long_11,MATCHED_ENERGY8_FROZEN,0.0008401572508577058,0.0017730861218102714,0.43935012923010675,0.22254446737649758,0.21680566185360917
rtpa_v06_eval_key_value_retrieval_long_11,DIAG8_FROZEN,0.0008520615831778811,0.0036276291329270624,0.5161515601512008,0.27669626751280063,0.23945529263840015
rtpa_v06_eval_key_value_retrieval_long_11,DAMP8_PAPER_CAL_ADAPTED,0.0007470486255520889,0.0013390010713335498,0.40738496435134053,0.21244176327493136,0.19494320107640917
rtpa_v06_eval_key_value_retrieval_long_7,NATIVE_REFERENCE,0.0,0.0,0.7363429061076658,0.45988355317334495,0.2764593529343209
rtpa_v06_eval_key_value_retrieval_long_7,MATCHED_ENERGY8_FROZEN,0.000993811672195942,0.0006343427118655259,0.725601886227178,0.4218923502612384,0.30370953596593964
rtpa_v06_eval_key_value_retrieval_long_7,DIAG8_FROZEN,0.0009108537941680629,0.0010336281071132282,0.7202894010855196,0.4154285538917719,0.30486084719374773
rtpa_v06_eval_key_value_retrieval_long_7,DAMP8_PAPER_CAL_ADAPTED,0.0011213737642005622,0.0005121090942949183,0.7742276921937759,0.4713479283132216,0.30287976388055426
rtpa_v06_eval_key_value_retrieval_long_13,NATIVE_REFERENCE,0.0,0.0,0.41661015414360847,0.22171265940223606,0.1948974947413724
rtpa_v06_eval_key_value_retrieval_long_13,MATCHED_ENERGY8_FROZEN,0.0013102137035281632,0.00028123044593995195,0.42932188594496523,0.23552400148992092,0.1937978844550443
rtpa_v06_eval_key_value_retrieval_long_13,DIAG8_FROZEN,0.0010899627466452785,0.0008999784015964919,0.4607981914339945,0.22104114013223963,0.23975705130175484
rtpa_v06_eval_key_value_retrieval_long_13,DAMP8_PAPER_CAL_ADAPTED,0.0010522680536277406,0.00042117967846713045,0.45052922814080887,0.234818095779751,0.21571113236105788
